label,message,processed_message
0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",sir late paying rent past month pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact reply offer min textand new video phone call reply free delivery tomorrow
0,Ok...,ok
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÂs the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someonone know trying contact via dating service find could call mobile landline boxskch
1,Missed call alert. These numbers called but left no message. 07008009200,missed call alert number called left message
0,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybody asks abt u tel themp
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer end th july tc apply optout available
0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenÂt sent u 1 in ages started driving so stay off roads!RVx,hi mate rv u hav nice hol message say hello coz havent sent u age started driving stay roadsrvx
0,Hey what happen de. Are you alright.,hey happen de alright
0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday already got fireplace another icon sitting
0,Wake me up at  &lt;#&gt;  am morning:),wake ltgt morning
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheer lou yeah goodnite shame u neva came c ya gailxx
0,Let me know when you've got the money so carlos can make the call,let know youve got money carlos make call
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add dont really care cant least get dude fuck hey money want
0,Must come later.. I normally bathe him in da afternoon mah..,must come later normally bathe da afternoon mah
0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesome plan get time like ltgt ill text detail wee bit
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",hello lover go new job happy think wake slave send teasing kiss across sea
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worry hope photo shoot went well spiffing fun workage
0,Are you not around or just still asleep? :V,around still asleep v
0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today song dedicated day song u dedicate send ur valuable frnds first rply
0,Yup i'm free...,yup im free
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool like swimming pool jacuzzi house
0,Yes. Rent is very expensive so its the way we save.,yes rent expensive way save
1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",smsservices yourinclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
1,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap boxnqp ppm
0,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",spoke uncle john today strongly feel need sacrifice keep he going call beg listen dont make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat mum nite moro
0,What u talking bout early morning? It's almost noon where your at!,u talking bout early morning almost noon
0,Try to do something dear. You read something for exams,try something dear read something exam
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",im nt goin got somethin unless meetin dinner lor haha wonder go ti time
0,Can Ã¼ all decide faster cos my sis going home liao..,decide faster co si going home liao
0,Yes :)it completely in out of form:)clark also utter waste.,yes completely formclark also utter waste
0,Wow v v impressed. Have funs shopping!,wow v v impressed fun shopping
0,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx puttin da fone
0,I'm home. Ard wat time will u reach?,im home ard wat time u reach
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry weekly comp chance win ipod txt pod get entry std txt rate tc apply detail
0,"I'm in a meeting, call me later at",im meeting call later
0,Gibbs unsold.mike hussey,gibbs unsoldmike hussey
0,I will lick up every drop :) are you ready to use your mouth as well?,lick every drop ready use mouth well
0,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball moving lotwill spin last difficult bat
0,Fine if thatÂs the way u feel. ThatÂs the way its gota b,fine thats way u feel thats way gota b
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey one day fri ask miwa jiayin take leave go karaoke
0,at bruce b downs &amp; fletcher now,bruce b down amp fletcher
0,Yeah it's jus rite...,yeah jus rite
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve go temple amp church u
0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",oh really perform write paper go movie home midnight huh
0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",sorry guess whenever get hold connection maybe hour two ill text
0,Rofl betta invest in some  anti aging products,rofl betta invest anti aging product
1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,santa calling would little one like call santa xmas eve call book time
0,What time you think you'll have it? Need to know when I should be near campus,time think youll need know near campus
0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,private account statement show unredeemed point call identifier code expires
0,If I was I wasn't paying attention,wasnt paying attention
0,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talking please dont forget pix want see
0,S da..al r above  &lt;#&gt;,daal r ltgt
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",youre still maybe leave credit card get gas get back like told
0,I got your back! Do you have any dislikes in bed?,got back dislike bed
0,Audrie lousy autocorrect,audrie lousy autocorrect
0,"Y cant u try new invention to fly..i'm not joking.,",cant u try new invention flyim joking
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",freemsg hey u got videopic fones reply wild txt ill send u pic hurry im bored work xxx prcvd stopstop
0,"Yeah sure, give me a couple minutes to track down my wallet",yeah sure give couple minute track wallet
0,Ã comin to fetch us oredi...,comin fetch u oredi
0,I dont want to hear anything,dont want hear anything
0,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course
0,You're right I have now that I think about it,youre right think
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,lol grr mom taking forever prescription pharmacy like minute away ugh
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",xmas new year eve ticket sale club day till pm thurs fri sat night week theyre selling fast
